mNGS_sample_name,MAG_ID,nPID,nTID,nSID,Study_Group,Cycle,Visit,CollectDate,Source,tool,size,contigs,N50,SCG_completeness,domain,phylum,class,order,family,genus,species,MAG_derep,MAG_derep_num
APPS0047_S646,APPS0047_S646_metabat2_85,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,1843436,36,110196,94,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,UBA3818,UBA3818 sp904397845,UBA3818 sp904397845_1,495
APPS0047_S646,APPS0047_S646_metabat2_103,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,2907778,112,54202,96,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans_1,11
APPS0047_S646,APPS0047_S646_concoct_31,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,3870198,26,252666,96,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_AP,Clostridium_AP sp000509125,Clostridium_AP sp000509125_1,34
APPS0047_S646,APPS0047_S646_concoct_124,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,3548793,57,90875,94,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A faecipullorum,Blautia_A faecipullorum_1,504
APPS0047_S646,APPS0047_S646_concoct_45,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,3745582,291,19003,88,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter splanchnicus,Odoribacter splanchnicus_1,21
APPS0047_S646,APPS0047_S646_metabat2_80,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,1700007,42,113858,90,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Evtepia,Evtepia gabavorous,Evtepia gabavorous_1,19
APPS0047_S646,APPS0047_S646_concoct_76,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,2426586,69,57327,90,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter torques,Mediterraneibacter torques_1,5
APPS0047_S646,APPS0047_S646_concoct_40,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,4150987,76,191686,100,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,Sellimonas intestinalis,Sellimonas intestinalis_1,42
APPS0047_S646,APPS0047_S646_metabat2_44,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,5488473,333,25750,96,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Otoolea,Otoolea symbiosa,NA,NA
APPS0047_S646,APPS0047_S646_metabat2_94,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,1650710,195,11345,82,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes putredinis_1,4
APPS0047_S646,APPS0047_S646_metabat2_17,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,2628248,498,6559,82,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,Anaerotruncus colihominis,Anaerotruncus colihominis_1,188
APPS0047_S646,APPS0047_S646_metabat2_84,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,5126231,368,21620,88,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Diplocloster,Diplocloster hominis,Diplocloster hominis_1,484
APPS0047_S646,APPS0047_S646_concoct_82,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,1450046,368,5006,84,Bacteria,Bacillota,Clostridia,Christensenellales,QAND01,QAND01,QAND01 sp003150225,QAND01 sp003150225_1,302
APPS0047_S646,APPS0047_S646_metabat2_9,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,3646509,204,31950,76,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Clostridium_AQ,Clostridium_AQ innocuum,Clostridium_AQ innocuum_1,20
APPS0047_S646,APPS0047_S646_concoct_126,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,3513740,493,11283,92,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,NA,NA
APPS0047_S646,APPS0047_S646_metabat2_86,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,3396396,150,36318,73,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster excrementigallinarum,Enterocloster excrementigallinarum_1,502
APPS0047_S646,APPS0047_S646_concoct_65,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,2145730,840,2839,75,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,Mailhella merdigallinarum,Mailhella merdigallinarum_1,366
APPS0047_S646,APPS0047_S646_metabat2_71,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,2188355,313,10903,71,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Allocoprobacillus,Allocoprobacillus merdigallinarum,Allocoprobacillus merdigallinarum_1,258
APPS0047_S646,APPS0047_S646_concoct_107,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,2637858,232,17295,73,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Allocoprobacillus,Allocoprobacillus sp002160865,NA,NA
APPS0047_S646,APPS0047_S646_metabat2_28,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,2612666,113,34348,65,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Schaedlerella,Schaedlerella glycyrrhizinilytica_A,Schaedlerella glycyrrhizinilytica_A_1,323
APPS0047_S646,APPS0047_S646_metabat2_105,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,2575057,184,21044,65,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Alitiscatomonas,Alitiscatomonas aceti,Alitiscatomonas aceti_1,306
APPS0047_S646,APPS0047_S646_maxbin2_015,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,maxbin2,1423695,631,2556,67,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Lentihominibacter,Lentihominibacter excrementipullorum,NA,NA
APPS0047_S646,APPS0047_S646_concoct_35,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,13005911,752,28008,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,NA,NA
APPS0047_S646,APPS0047_S646_concoct_134,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,3249120,183,44550,75,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Ruminococcus_B,Ruminococcus_B gnavus,NA,NA
APPS0047_S646,APPS0047_S646_concoct_23,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,6708955,553,18418,59,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,UBA3818,UBA3818 sp904397845,NA,NA
APPS0047_S646,APPS0047_S646_concoct_22,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,8366270,686,14862,98,Unclassified Bacteria,NA,NA,NA,NA,NA,Unclassified Bacteria sp.,NA,NA
APPS0047_S646,APPS0047_S646_concoct_96,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,1166265,556,2276,59,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,Vescimonas coprocola,Vescimonas coprocola_2,412
APPS0047_S646,APPS0047_S646_concoct_26,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,1339778,674,2112,55,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A succinatutens_B,Phascolarctobacterium_A succinatutens_B_3,698
APPS0047_S646,APPS0047_S646_metabat2_104,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,metabat2,2752676,84,68645,57,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,Oscillibacter sp018228705,Oscillibacter sp018228705_1,410
APPS0047_S646,APPS0047_S646_concoct_46,P20,W1,P20_W1,APPS,1,APPS,5/7/23,PR,concoct,2436253,771,3529,59,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS856,UMGS856 sp900546265,UMGS856 sp900546265_1,189
APPS0051_S647,APPS0051_S647_metabat2_69,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,3227308,24,286765,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,Alistipes onderdonkii_1,14
APPS0051_S647,APPS0051_S647_concoct_60,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,3112929,32,248945,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella intestinihominis_1,9
APPS0051_S647,APPS0051_S647_concoct_25,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,3045409,27,234253,100,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus faecalis_1,2
APPS0051_S647,APPS0051_S647_concoct_14,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,5634124,60,185528,100,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae_1,83
APPS0051_S647,APPS0051_S647_concoct_17,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2498540,64,88043,100,Unclassified,NA,NA,NA,NA,NA,Unclassified sp.,NA,NA
APPS0051_S647,APPS0051_S647_metabat2_76,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,3169794,112,59507,100,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta_1,3
APPS0051_S647,APPS0051_S647_concoct_19,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,4127507,24,364627,98,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,Eubacterium callanderi_1,53
APPS0051_S647,APPS0051_S647_concoct_41,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,3089243,79,61207,98,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Longibaculum,Longibaculum muris,Longibaculum muris_1,632
APPS0051_S647,APPS0051_S647_concoct_22,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,4322016,158,43714,98,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,Bilophila wadsworthia_2,45
APPS0051_S647,APPS0051_S647_metabat2_10,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,3453186,367,13583,98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter splanchnicus,Odoribacter splanchnicus_1,21
APPS0051_S647,APPS0051_S647_metabat2_5,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,3701254,38,258353,100,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A hydrogenotrophica,Blautia_A hydrogenotrophica_1,48
APPS0051_S647,APPS0051_S647_concoct_40,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2216073,33,109410,100,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp902494245,Collinsella sp902494245_1,452
APPS0051_S647,APPS0051_S647_concoct_45,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2564158,70,57359,100,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter torques,Mediterraneibacter torques_1,5
APPS0051_S647,APPS0051_S647_concoct_96,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2136007,55,157724,100,NA,NA,NA,NA,NA,NA,NA,NA_2,151
APPS0051_S647,APPS0051_S647_metabat2_75,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,2777738,67,72089,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,Lawsonibacter sp000177015,Lawsonibacter sp000177015_1,408
APPS0051_S647,APPS0051_S647_metabat2_28,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,3334091,57,89838,100,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A caecimuris,Blautia_A caecimuris_1,165
APPS0051_S647,APPS0051_S647_metabat2_73,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,2685950,112,36753,100,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium striatum,Corynebacterium striatum_1,584
APPS0051_S647,APPS0051_S647_concoct_38,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2979829,79,57788,96,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Caccousia,Caccousia sp900752115,Caccousia sp900752115_1,400
APPS0051_S647,APPS0051_S647_concoct_0,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2632510,43,126680,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Hominenteromicrobium,Hominenteromicrobium sp900549945,Hominenteromicrobium sp900549945_1,92
APPS0051_S647,APPS0051_S647_concoct_83,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2864066,68,90080,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Clostridium_A,Clostridium_A leptum,Clostridium_A leptum_1,186
APPS0051_S647,APPS0051_S647_metabat2_46,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,4949773,88,88022,92,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides distasonis_1,1
APPS0051_S647,APPS0051_S647_concoct_84,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2239515,32,134442,94,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,Negativibacillus sp000435195,Negativibacillus sp000435195_1,155
APPS0051_S647,APPS0051_S647_metabat2_33,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,2868498,92,76653,96,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia sp900547685,Blautia sp900547685_1,531
APPS0051_S647,APPS0051_S647_concoct_77,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,3282537,100,70860,96,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans_1,11
APPS0051_S647,APPS0051_S647_metabat2_19,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,2342634,145,27918,96,Bacteria,Bacillota,Clostridia,Oscillospirales,Butyricicoccaceae,Agathobaculum,Agathobaculum desmolans,Agathobaculum desmolans_1,394
APPS0051_S647,APPS0051_S647_metabat2_40,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,4050910,18,280271,96,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_AP,Clostridium_AP sp000509125,Clostridium_AP sp000509125_1,34
APPS0051_S647,APPS0051_S647_metabat2_24,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,1850019,9,327914,92,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,Phascolarctobacterium faecium_2,272
APPS0051_S647,APPS0051_S647_metabat2_57,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,4423517,88,83245,94,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis_1,37
APPS0051_S647,APPS0051_S647_metabat2_51,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,1980424,67,57872,94,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Evtepia,Evtepia gabavorous,Evtepia gabavorous_1,19
APPS0051_S647,APPS0051_S647_metabat2_4,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,2339544,118,30130,94,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Acutalibacter,Acutalibacter sp900548545,Acutalibacter sp900548545_1,160
APPS0051_S647,APPS0051_S647_concoct_78,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,6219668,52,222516,96,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster bolteae_1,148
APPS0051_S647,APPS0051_S647_metabat2_64,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,1946057,36,113502,96,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,Vescimonas sp000435975,Vescimonas sp000435975_1,93
APPS0051_S647,APPS0051_S647_concoct_13,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,3047111,38,127786,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Fimivicinus,Fimivicinus sp900544375,Fimivicinus sp900544375_1,29
APPS0051_S647,APPS0051_S647_metabat2_41,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,7261437,228,48261,98,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi,Eisenbergiella tayi_1,79
APPS0051_S647,APPS0051_S647_metabat2_42,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,6426675,496,23721,100,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia inulinivorans,NA,NA
APPS0051_S647,APPS0051_S647_metabat2_36,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,3726614,437,12269,82,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Clostridium_AQ,Clostridium_AQ innocuum,Clostridium_AQ innocuum_1,20
APPS0051_S647,APPS0051_S647_concoct_72,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2627965,989,3093,92,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp.,Desulfovibrio sp._1,700
APPS0051_S647,APPS0051_S647_concoct_56,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,1911008,510,4586,76,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Lentihominibacter,Lentihominibacter excrementipullorum,Lentihominibacter excrementipullorum_1,110
APPS0051_S647,APPS0051_S647_metabat2_72,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,5670325,128,87104,78,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia coccoides,Blautia coccoides_1,145
APPS0051_S647,APPS0051_S647_concoct_76,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2474695,662,4584,96,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vaginalis,NA,NA
APPS0051_S647,APPS0051_S647_concoct_100,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2114127,878,2734,69,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Scatomorpha,Scatomorpha sp900759385,Scatomorpha sp900759385_1,425
APPS0051_S647,APPS0051_S647_concoct_46,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2062225,839,2821,69,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1623,UMGS1623 sp934647945,UMGS1623 sp934647945_1,136
APPS0051_S647,APPS0051_S647_concoct_66,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2438041,228,15632,63,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,Sellimonas intestinalis,Sellimonas intestinalis_1,42
APPS0051_S647,APPS0051_S647_metabat2_53,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,metabat2,2729103,45,73013,57,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides stercoris_1,112
APPS0051_S647,APPS0051_S647_concoct_16,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,1354249,545,2785,55,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Alloscardovia,Alloscardovia omnicolens,Alloscardovia omnicolens_2,489
APPS0051_S647,APPS0051_S647_concoct_52,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,1645519,672,2852,53,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia intestinalis,Faecousia intestinalis_2,427
APPS0051_S647,APPS0051_S647_concoct_73,P21,W1,P21_W1,APPS,1,APPS,5/7/23,PR,concoct,2367893,1036,2518,51,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,Fournierella sp900543285,Fournierella sp900543285_1,120
APPS0052_S648,APPS0052_S648_metabat2_61,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,metabat2,2531430,19,295894,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,Alistipes_A ihumii,Alistipes_A ihumii_1,194
APPS0052_S648,APPS0052_S648_metabat2_96,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,metabat2,2226953,21,203069,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp902363575,Alistipes sp902363575_1,232
APPS0052_S648,APPS0052_S648_metabat2_42,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,metabat2,3359230,26,175022,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,Alistipes onderdonkii_1,14
APPS0052_S648,APPS0052_S648_concoct_142,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,concoct,2206194,29,174386,100,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus massiliensis,Mobiluncus massiliensis_1,206
APPS0052_S648,APPS0052_S648_concoct_127,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,concoct,2562527,32,154019,100,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp900319575,Desulfovibrio sp900319575_1,361
APPS0052_S648,APPS0052_S648_concoct_25,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,concoct,3082084,41,130386,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella intestinihominis_1,9
APPS0052_S648,APPS0052_S648_metabat2_14,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,metabat2,2271796,29,108976,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes putredinis_1,4
APPS0052_S648,APPS0052_S648_concoct_27,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,concoct,2514732,53,61863,100,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Lentihominibacter,Lentihominibacter excrementipullorum,Lentihominibacter excrementipullorum_1,110
APPS0052_S648,APPS0052_S648_metabat2_34,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,metabat2,2116008,75,45445,100,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Lentihominibacter,Lentihominibacter faecis,Lentihominibacter faecis_1,208
APPS0052_S648,APPS0052_S648_metabat2_92,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,metabat2,4104585,397,15940,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas faecihominis,Butyricimonas faecihominis_3,528
APPS0052_S648,APPS0052_S648_concoct_160,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,concoct,1430684,227,8825,100,Bacteria,Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,Fenollaria,Fenollaria massiliensis,Fenollaria massiliensis_1,643
APPS0052_S648,APPS0052_S648_metabat2_58,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,metabat2,4747142,76,111859,98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides caccae_1,257
APPS0052_S648,APPS0052_S648_concoct_100,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,concoct,2640167,254,15790,98,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum_1,13
APPS0052_S648,APPS0052_S648_concoct_110,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,concoct,2470958,53,73971,100,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter torques,Mediterraneibacter torques_1,5
APPS0052_S648,APPS0052_S648_metabat2_130,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,metabat2,2155238,45,73198,100,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Senegalimassilia,Senegalimassilia anaerobia,Senegalimassilia anaerobia_1,298
APPS0052_S648,APPS0052_S648_concoct_87,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,concoct,2553615,99,53226,100,Unclassified Bacteria,NA,NA,NA,NA,NA,Unclassified Bacteria sp.,NA,NA
APPS0052_S648,APPS0052_S648_metabat2_9,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,metabat2,1872357,91,31381,100,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium_A,Mogibacterium_A kristiansenii,Mogibacterium_A kristiansenii_1,334
APPS0052_S648,APPS0052_S648_concoct_33,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,concoct,2578634,180,27124,100,Bacteria,Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus vaginalis,Anaerococcus vaginalis_3,662
APPS0052_S648,APPS0052_S648_metabat2_62,P22,W1,P22_W1,APPS,1,APPS,5/7/23,PR,metabat2,3656522,52,107220,96,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis_1,37
